Tweet|Polaridade
RT @josetomazfilho: A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias  |Neutro
RT @josetomazfilho: BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial |Neutro
RT @JosLeitePereira: Temer altera programas sociais de Lula e Dilma - Politica - Estado de Minas |Neutro
RT @jota_gomes: Prezado servidor. Sabe seu 13°? Então...|Neutro
RT @jrisco: PEÑA NIETO EN ESTADO PURO.|Neutro
RT @julianacipriani: Governo tira do ar campanha polêmica sobre mortes no trânsito - Politica - Estado de Minas |Neutro
RT @julianacipriani: Ministério Público de MG restringe entrevistas de promotores à imprensa - Politica - Estado de Minas |Neutro
RT @julianacipriani: Secretário deixa cargo no governo Temer após defender chacinas - Politica - Estado de Minas |Neutro
RT @JulianeMelgaco: I'm at Pompeu in Pompeu, Estado de Minas Gerais |Neutro
RT @JulioBevione: La prosperidad, antes de ser material es un estado de conciencia #Frasedehoy #Quotes |Neutro
RT @JuMagalhaesBH: Vooooaaaaa Minas! Voa nos helicópteros do Pimentel.|Neutro
RT @junior_code: Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca |Positivo
RT @juniorpitangui: A @BiaArantes_real (cruzeirense!!!) e o @CaBertolazzi são destaque do caderno de TV do Estado de Minas deste domingo. h…|Neutro
RT @karatius: Via @estadao:  -  |Neutro
RT @KellyKaroll: Polícia Civil identifica suspeito de roubo a ônibus em Juiz de Fora |Positivo
RT @Kleberfsales: Preso homem que usava garras de espeto de churrasco 'à la Wolverine' - Nacional - Estado de Minas |Neutro
RT @LaliPyP: En ese Estado nadie puede salir tan hermosa ... hasta borracha sale diosa en las fotos |Neutro
RT @Larry1906: Esse Secretário de Temer, o imbecil Bruno Júlio (PMDB-MG),  é a cara do governo Golpista.|Neutro
RT @leandroruschel: Sobre o governador de Minas, só há uma pergunta a fazer: por que o meliante ainda não está preso???|Neutro
RT @Lechuguinos_com: #LechuguinoDeLaSemana ¡SE VOLVIÓ LOCO! Julio Borges llama a la FANB a dar un golpe de estado (+VIDEO) |Neutro
RT @Lechuguinos_com: #LoMásLeído ¡EL SEÑOR LO REPRENDA! Cura diabólico, Ovidio Pérez llama a golpe de estado (+TUITS) |Neutro
RT @LeiSecaRJ: RT @MidiaInformal: Governador de Minas usa helicóptero do Estado p/buscar filho em festa |Neutro
RT @Leitor1919: 'Não me arrependo', diz americano que reagiu a assalto no Rio e foi preso por desacato - Nacional - Estado de Minas |Neutro
RT @LeobLinhares: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais / Eles quebram e acabam com tudo! |Neutro
RT @LeonardoGSaade: Governo de MG compra mais 2 helicópteros |Neutro
RT @levantatet5: #LevántateFinal ¿Quién ha estado mejor? |Neutro
RT @lexluthor2015: BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial |Neutro
RT @lexluthor2015: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @lexluthor2015: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros |Neutro
RT @lmjsaturn: cês sabem pq minas gerais é um ótimo estado pq tem minas no nome pq se fosse manos gerais seria um lixo|Neutro
RT @Lorenacs1: Ônibus 4,80 e o estágio me paga 2,50 de passagem. Cade coerência governo de Minas?? Bora ajudar a classe dos estagiários pro…|Neutro
RT @lovingmyseokjin: estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r…|Neutro
RT @LRagazzi: Ex-diretor do governo de Minas. Saiu da Agência de Desenvolvimento da Região Metropolitana de BH em maio/2016 |Neutro
RT @luc4156: Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas |Neutro
RT @luciaanacruz: Como quieren que supere brc si me siguen dando mg al video de Micaela en grisu con su estado de bipolaridad.|Neutro
RT @luciaazevedo: Tem que dá Parabéns ao Governador de Minas Gerais Fernando Pimentel ?|Positivo
RT @ludmilabaldan: O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...|Positivo
RT @luigidimaio: Pd ha fatto sparire mobilità per i lavoratori lasciati a casa. Governo toglie 2,5 miliardi € a chi perde il lavoro. |Neutro
RT @Luliibeelen: En cualquier momento tiró un estado en FB de " MG y te hablo" porque mis noches son las más aburridas del mundo??|Neutro
RT @M0n1k1ta: El nuevo vicepresidente, Tareck El Aissami, deja un estado Aragua convertido en la región más violenta del país en 2016.|Neutro
RT @M0n1k1ta: Maduro dice que Tareck es especialista en seguridad ciudadana. Su estado Aragua terminó con una tasa de muertes por acción po…|Neutro
RT @M0n1k1ta: Maduro dice que Tareck es especialista en seguridad ciudadana. Su estado Aragua terminó con una tasa de muertes por acción po…|Negativo
RT @MACAesPAIS: Andrés y Santiago Restrepo Arismendi JAMÁS desaparecerán del corazón del pueblo ecuatoriano!|Negativo
RT @madeleinelacsko: Não entendeu o que o Domingão do Faustão tem com isso? Repara nessa declaração lymda do governador do AM:|Negativo
RT @Maglor52: Em meio à crise carcerária, Padilha cita Darcy Ribeiro no Twitter - Nacional - Estado de Minas |Neutro
RT @MahggaSantana: E O SENHOR GOVERNADOR DE MG. COMO TEM CORAGEM DE OLHAR P SEU FILHO SENDO DESLEAL DESSA MANEIRA. E O @STF_oficial|Neutro
RT @mahoper: @mtv_anab esse sotaque de minas seu ??? melhor estado não é msm? Amo! |Neutro
RT @MandrakeLee: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @marcelloterto: Com menos se faz mais: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos |Positivo
RT @MarceloSpilki: Tive a oportunidade de visitar a única PPP de presídio do Brasil em MG. Surpreende positivamente!|Positivo
RT @marciaafig: Suspeito de matar companheira dentro de carro em BH é liberado - Gerais - Estado de Minas |Negativo
RT @marciaafig: Suspeito de matar companheira dentro de carro em BH é liberado - Gerais - Estado de Minas |Neutro
RT @MarcJMor: Alguma dúvida de que esse governo tem que ser afastado |Neutro
RT @MARCUSPITTER: Com três anos, presídio privado em Minas Gerais não teve rebeliões |Positivo
RT @MARCUSPITTER: Em calamidade financeira, governo de MG compra dois helicópteros |Neutro
RT @maria_lima: Um é pouco. Dinheiro sobrando : Governo de Minas Gerais compra mais dois helicópteros -  |Neutro
RT @mariaclara_b: Parem de fingir que tem estado melhor que Minas Gerais no Brasil.|Neutro
RT @mariamcastanha: Quem herdou a maldição foi Minas Gerais. O estado está mais que falido.@RafaelFontana #NãoConfiamosNoSTF |Neutro
RT @marioscand: Governo de Minas entrega máquinas para pavimentação a 16 prefeituras do Alto Jequitinhonha |Neutro
RT @mariosilva969: O Governo de minas comprou mais 2 aeronaves, e olha q Minas está falida. Na verdade falida p mim e p você, mas não p ele…|Neutro
RT @marisascruz: Qual foi a Justiça que Prorrogou?|Neutro
RT @marizalobato: O filhinho anda passando mal demais, um helicóptero só não tá dando conta do recado...... FDP!!!? |Neutro
RT @MarKramer: Assim são os gov PT O povo? Rale-se|Neutro
RT @marlidzdz59: Eduardo Cunha fica isolado em presídio do Paraná - Politica - Estado de Minas |Neutro
RT @marlidzdz59: Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas |Negativo
RT @marlidzdz59: Kalil volta atrás e cancela desoneração de 280 servidores em BH - Politica - Estado de Minas |Neutro
RT @marlidzdz59: Liminar suspende gratuidade de estacionamento em centros de compras de BH - Economia - Estado de Minas |Neutro
RT @marlidzdz59: Movimentos campesinos articulam ações contra o governo - Politica - Estado de Minas |Neutro
RT @marlidzdz59: Temer altera programas sociais de Lula e Dilma - Politica - Estado de Minas |Neutro
RT @marlidzdz59: Temer está reunido com presidente do STF para tratar de crise em presídios - Politica - Estado de Minas |Neutro
RT @MatosValtecio: Governo de Minas Gerais gasta R$ 50,8 milhões com helicópteros via @UOLNoticias @UOL  |Neutro
RT @MatosValtecio: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  |Neutro
RT @maurici83153417: Em calamidade financeira, governo de MG compra dois helicópteros |Neutro
RT @MauroPatini: Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim d…|Neutro
RT @MBLivre: |Neutro
RT @MCCNacional: Em plena crise, o governo de Minas está comprando mais 2 helicópteros. |Neutro
RT @MeilingTamiozzo: Pimentel: MG está funcionando enquanto estados vizinhos estão em colapso - Politica - Estado de Minas |Positivo
RT @MeilingTamiozzo: Vereador de SP Fernando Holiday quer revogar o Dia da Consciência Negra - Politica - Estado de Minas |Neutro
RT @MichaelChris61: Minas é uma bosta na política, me dá vergonha esse meu Estado. |Neutro
RT @michelexmbeta: Quatro homens são presos suspeitos de tráfico de drogas em Pirapora  |Positivo
RT @miguelortega_10: Mi estado de ánimo: ??????|Neutro
RT @Milenio: Historiador critica el vandalismo en Estado |Neutro
RT @minsaude: .@minsaude enviou equipe da Força Nacional do SUS p/ auxiliar no atendimento aos pacientes com suspeitas de febre amarela em…|Positivo
RT @minsaude: #AconteceuNaSaúde @minsaude envia mais 800 mil doses da vacina para Minas Gerais @SaudeMG @governomg |Positivo
RT @minsaude: #AconteceuNaSaúde Força Nacional do SUS reforça ajuda ao estado de Minas Gerais @saudeMG |Neutro
RT @minsaude: #AconteceuNaSaúde Força Nacional do SUS reforça ajuda ao estado de Minas Gerais @saudeMG |Positivo
RT @minsaude: #FebreAmarela Força Nacional do SUS reforça ajuda ao estado de Minas Gerais |Positivo
RT @minsaude: A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela |Positivo
RT @mmarques57: Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. |Neutro
RT @mmarques57: Juiz esvazia presídio e concede prisão domiciliar a 161 detentos em Roraima - Nacional - Estado de Minas |Neutro
RT @MPCPE: Governador de Minas usa helicóptero do Estado para buscar filho em festa |Neutro
RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros |Neutro
RT @MPCPE: Uso de helicóptero por governador motiva protesto de servidores em Minas Gerais  |Neutro
RT @MRobertSerra: Entrega de juguetes en la Bases de Misiones Las Minas, Estado Guárico, gracias a Nuestro Pdte. @NicolasMaduro y la Revolu…|Neutro
RT @MuckeMuckjs: Usou o$ para comprar mas 2 Helicopteros né não|Neutro
RT @MulherTamarindo: E em Minas que acabou o dinheiro dos depósitos judiciais haahahha (via @AlbertoLage) |Neutro
RT @MulherTamarindo: pessoas de Minas|Neutro
RT @Myst_Mi: É um escárnio!!! |Neutro
RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?|Neutro
RT @N_Carvalheira: BB e governo de Minas travam disputa sobre depósitos judiciais |Negativo
RT @N_Carvalheira: PIMENTEL CURTE DE MONTÃO|Neutro
RT @naisaoliveiraa: Queridinha fica quetinha aí em Minas o estado de Goiás agradece!!|Neutro
RT @nandinhatanaka: Os governadores de MG gostam muito de helicópteros... |Neutro
RT @Nandito_1810: Es increíble cmo 1 comentario,1 mg,1 visto,la ultima conexión ns puede cambiar el estado de ánimo.Increíble cmo enferman…|Positivo
RT @naticancian: Com suspeita de surto de febre amarela no interior de MG, governo alerta OMS e envia equipes p/ investigar casos -   |Negativo
RT @necineidedanta3: Polícia Civil faz operação e prende suspeitos de tráfico de drogas em MG: Prisões e apreensões foram realizad... |Positivo
RT @neymarlizando: vocês vão me desculpar mas não existe estado que transmite paz melhor que a de MG|Neutro
RT @NiBarga: @NiBarga Agora aguentem, mas não podemos esquecer que ele declarou estado de emergência em Minas, e vejam a hipocrisia desse s…|Neutro
RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.|Positivo
RT @ninadeabreuc: Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas |Neutro
RT @nizetticardoso: Alo @MichelTemer , aqui em minas governador petralha comprou 2 helicopteros, cobra dele explicações, faz ele devolve los|Neutro
RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol |Negativo
RT @noticiaminutobr: Sete suspeitos morrem e um fica ferido durante tiroteio em Minas |Positivo
RT @NovidadeNa98: O governador de Minas, Fernando Pimentel, confirmou que 500 policiais militares vão reforçar o policiamento: |Positivo
RT @nuvia55: Hallan helicóptero desaparecido en Amazonas con todos sus tripulantes vivos |Neutro
RT @o_antagonista: |Neutro
RT @o_antagonista: A limpeza do governador do Amazonas > |Neutro
RT @o_antagonista: O caos permanente em Manaus - |Neutro
RT @occ2013: calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... |Neutro
RT @OdeCarvalho: 1) Hillary, Obama, John Kerry e o atual diretor da CIA, John Brennan, entre outros, sabem que no próximo governo dificilme…|Neutro
RT @OdeCarvalho: 2) Que o governo americano cumpra o dever que o nosso governo jamais cumprirá: |Neutro
RT @OdeCarvalho: 2) tentarão ao menos engessar o próximo governo para que só possa fazer o que eles querem que ele faça.|Neutro
RT @OdeCarvalho: 4) ou pelo menos deslegitimar antecipadamente o seu governo.|Neutro
RT @OdeCarvalho: COM CERTEZA o governo Obama tentará impedir a posse do Trump. A história dos hackers russos é só um preparativo.|Neutro
RT @odelmoleao: Reunião c/ vários secretários p/ discutirmos as ações q serão tomadas no volta às aulas da rede municipal: |Positivo
RT @ofalador125: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas |Negativo
RT @ofalador125: Com o pai preso,filhos de Eduardo Cunha curtem a via adoidado neste verão(Jornal estado de minas)Preocupados né  ? |Neutro
RT @ofalador125: Governo de Minas deveria pedir a Istoé que apresente documentos que comprovem a manchete helicópteros de Pimentel.Ô gente…|Neutro
RT @oficialmchariel: Fui parar em contagem, estado de minas e dahora|Neutro
RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões |Positivo
RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.|Positivo
RT @oldairt: @azeredo_mg @STF_oficial @MichelTemer Justamente isso, morreu bandido é indenizado, enquanto isso os inocentes estão sem aparo…|Neutro
RT @oldairt: Rio e Minas Pensei que  estivessem em crise "Governo de Minas Gerais compra mais dois helicópteros" -  |Neutro
RT @olelias: @GPronaldo13 Com um GOVERNADOR desse! Qualquer CORRUPTO vai querer ser CANDIDATO EM MG! Até as FACÇÕES do lula BÊBADO|Neutro
RT @olelias: Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @let…|Negativo
RT @olelias: Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @let…|Neutro
RT @OmarionSpfc: @GilzanaCarvalho SP é realmente fascinante,tem vários contrastes,mas Minas é um estado bom tbm...alias o Brasil é um Belo…|Neutro
RT @OperadoresBr: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @OperadoresBr: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @OrganizadAntiPT: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @OrganizadAntiPT: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros |Neutro
RT @orlandotambosi: Presídio privado em Minas Gerais nunca teve rebeliões |Positivo
RT @OSul_noticias: Governador de Minas, que usou helicóptero para buscar seu filho em uma festa, quer comprar mais dois  ... - |Neutro
RT @otempo: Folias de Minas são reconhecidas como bens imateriais do Estado |Negativo
RT @otempo: Folias de Minas são reconhecidas como bens imateriais do Estado |Neutro
RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios |Positivo
RT @otempo: Rio distribui vacinas contra febre amarela em municípios perto de MG  |Positivo
RT @pablovillaca: Peraí. Fernando Pimentel (governador das minhas Minas Gerais) foi buscar o filho com helicóptero do estado?!|Neutro
RT @pablovillaca: Pimentel, governador de MG (e eleito pelo PT), disse que a lei permite o uso do helicóptero.|Neutro
RT @palaciodasartes: Videoinstalações, cinema e desenhos estão entre as obras que integram a exposição #EstadodeSítio de #EderSantos Veja h…|Neutro
RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…|Neutro
RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! |Neutro
RT @PanichiRaphael: Está ruim para o estado de Minas Gerais? Para o Pimentel e sua Família não! Papai busca eles de helicóptero com o dinhe…|Neutro
RT @paraiba_online: Ações na Justiça cobram devassa nos voos do governador de Minas Gerais - |Neutro
RT @paulacamara_: Pimentel  compra mais dois helicópteros  #ForaPimentel  |Neutro
RT @PaulaUrrutia99: @teresalopp como sabía que ibas a dar mg a ese tweet... sabes que he estado a punto de mencionarte en él? Simbiosis de…|Neutro
RT @paulogmmoura: Licitação ocorre em meio à ‘calamidade financeira’ do Estado e à polêmica sobre uso de aeronave por Fernando... |Neutro
RT @peseguridad1: ¡Recuérdalo! A partir del 09 de enero entra en operación el 9-1-1 como número único de atención a llamadas de emergencia,…|Neutro
RT @pinguim41: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros |Neutro
RT @pmmg190: @PMMG190 - 22°BPM - POP E GEPAR DA 125ª CIA APREENDEM DROGAS E ARMA EM BAILE FUNK NA VILA AMBROSINA |Positivo
RT @pmmg190: @PMMG190 - 42º BPM: POLICIAIS MILITARES DE CURVELO PRENDEM TRAFICANTE |Positivo
RT @pmmg190: @PMMG190 - APREENSÃO DE DROGAS EM FRUTAL/MG |Positivo
RT @pmmg190: @PMMG190 - Apreensão de drogas no Bairro Minas Gerais |Positivo
RT @pmmg190: @PMMG190 - Betim - Militares do 2º BPE aborda dois suspeitos e apreendem drogas |Positivo
RT @pmmg190: @PMMG190 - Homem é preso com drogas durante abordagem |Positivo
RT @pmmg190: @PMMG190 - JOÃO PINHEIRO - PM APREENDEU REVÓLVER, DROGAS E MUNIÇÕES E PRENDEU AUTORES DE TRÁFICO DE DROGAS |Positivo
RT @pmmg190: @PMMG190 - Ouro Fino: Tráfico de drogas |Positivo
RT @pmmg190: @PMMG190 - PM intercepta autores em Carmo da Cachoeira e impede tráfico de drogas |Positivo
RT @pmmg190: @PMMG190 - PM prende trio por tentativa de furto em Varginha |Positivo
RT @pmmg190: @PMMG190 - Policiais militares do BPTran prendem autores de roubo a coletivo. |Positivo
RT @pmmg190: @PMMG190 - Prisão por tráfico de drogas e estelionato |Positivo
RT @pmmg190: @PMMG190 - Prisão por tráfico de drogas em Mantena |Positivo
RT @pmmg190: @PMMG190 - São Lourenço: PM prende autores por furto |Positivo
RT @pmmg190: @PMMG190 - TERCEIRO BATALHÃO NA LUTA CONTRA O TRÁFICO DE DROGAS |Positivo
RT @pmmg190: @PMMG190 - UNAÍ - PRISÃO E APREENSÃO DE INFRATORES E DROGAS. |Positivo
RT @pmmg190: @PMMG190 - UNAÍ - PRISÃO POR TRÁFICO DE DROGAS |Positivo
RT @pmmg190: @PMMG190 - Veículo produto de roubo é recuperado pela PM  |Positivo
RT @pmmg190: @PMMG190 - Visita é presa com drogas dentro da penitenciária |Positivo
RT @pmrodoviaria: Militares do BPMRv recuperam veículo furtado na MG-424, em Sete Lagoas, e prendem o autor do furto. |Positivo
RT @PoliticaNaWeb: Governo de Minas Gerais compra mais dois helicópteros |Neutro
RT @portalbrasil: ? #MinasGerais recebe auxílio da Força Nacional do #SUS para casos de #febreamarela |Positivo
RT @portaldoholanda: Presídio adota novo método e consegue recuperar 60% dos presos  |Positivo
RT @PortalMigalhas: BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais. |Neutro
RT @portaluai: #Minas vai dobrar oferta de trabalho e estudo nos #presídios do Estado|Neutro
RT @portaluai: Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em |Neutro
RT @portaluai: Bom dia! Esta é a capa do Estado de Minas deste domingo, 8 de janeiro de 2017. Leia mais em |Neutro
RT @portaluai: Esta é a capa do Estado de Minas deste sábado. Saiba tudo em |Negativo
RT @portaluai: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas |Positivo
RT @predocindio: 1- Ontem eu encontrei um amigo que está no governo de Minas. |Neutro
RT @predocindio: Johannes Gutenberg acharia ultrapassada a forma que a comunicação do governo e governador de Mg atuam...|Neutro
RT @prosapolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões. |Positivo
RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros |Neutro
RT @ptpontonoticia: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @quequeeisto: #pmdb #pt #tj #tjmg #almg #psdb #pdt O FILHO ACHOU O OUTRO VELHO Em calamidade financeira MG compra 2 helicópteros |Neutro
RT @radio1071fm: Ahora |Neutro
RT @RadioAlvorada: Lei que pune aluno que depredar escola é sancionada pelo governador de Minas. #PainelAlvorada|Positivo
RT @radiobandnewsfm: Vídeo do Governador de MG utilizando helicóptero oficial para supostamente transportar filho durante o Reveillón reper…|Neutro
RT @radioitatiaia: Mesmo em 'calamidade financeira', governo de Minas compra mais dois helicópteros: |Neutro
RT @RafaelC23516587: Alunos desocupam colégio da UFJF para não afetar conclusão do 3º ano |Positivo
RT @RafaelC23516587: Professores da UFJF e do IF Sudeste decidem pelo fim da greve  |Positivo
RT @rafaelpguy: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros |Neutro
RT @rafamfilho: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros |Neutro
RT @rbrasiliense: Cara-de-pau é o governador de Minas, Fernando Pimentel, que depois de ser flagrado pegando o filhão na festa, comprou mai…|Negativo
RT @rbrasiliense: Em calamidade financeira, governo de MG compra dois helicópteros |Negativo
RT @RealSociedad: ? Zaldua: "La afición ha estado de 10" #RealSociedad |Neutro
RT @Rede45: Após decretar calamidade financeira em MG, governo Pimentel triplica gastos com bebidas e iguarias para palácios. |Neutro
RT @Rede45: Em meio à calamidade financeira, Pimentel compra mais dois helicópteros para o governo de Minas |Negativo
RT @Rede45: TRE de Minas Gerais confirma novamente rejeição de contas das campanhas de Fernando Pimentel e do PT no estado. |Negativo
RT @ReginaldoLopes: #MINAS Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado |Neutro
RT @ReginaldoLopes: Governo de Minas nomeia mais 2.500 trabalhadores da Educação |Positivo
RT @ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +|Neutro
RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…|Neutro
RT @reinaldob77: Confira o placar da frequência dos deputados mineiros na Câmara - Politica - Estado de Minas |Neutro
RT @ReutersBrazil: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Negativo
RT @ReutersBrazil: BB avisa Justiça que governo de MG não tem recursos em conta judicial--documento |Neutro
RT @RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. |Neutro
RT @RevistaISTOE: Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de MG. |Neutro
RT @revistavoto: Governo de #Minas gasta R$ 50,8 milhões com helicópteros |Neutro
RT @rgflores1: Em crise financeira, governo de MG abre licitação para mais 2 helicópteros. Pimentel não quer deixar o filho na mão |Negativo
RT @RicardoMRios: Agora é o Estado de Minas que dá informações sobre o convite da @chrisassun: |Negativo
RT @ricosdelmundo: Tres Hábitos Diarios De Las Personas Más Exitosas Del Mundo |Negativo
RT @Robertocrz: Em calamidade financeira, governo de MG compra dois helicópteros |Negativo
RT @RobertoTiburcio: Sobre a MANGUAÇA do filho do governador de Minas, Fernando Pimentel do PT...ninguém da IMPRENSA, fala + nada?|Negativo
RT @RobertoTiburcio: VERGONHA EM MINAS GERAIS|Neutro
RT @RodrigoTroppo: @MarcosV60958142 Só lembrando que este crápula,mesmo com todo o apoio da mídia e dessas eleições controladas,NÃO VENCEU…|Neutro
RT @rogerio_sinesio: A foto não seria a dos governadores ANASTAZIA e AÉCIO? |Neutro
RT @RogerioCorreia_: "Não temos mais dívida com a União", diz Pimentel em entrevista ao EM - Politica - Estado de Minas |Neutro
RT @RolandDavi: O PT quebrou Minas Gerais- Fernando Pimentel usou helicóptero do estado ilegalmente |Neutro
RT @roneymau: BB avisa Justiça que governo de MG não tem recursos em conta judicial |Neutro
RT @roneymau: Com 3 anos,presídio privado em MG ñ teve rebeliões |Positivo
RT @RoseanaSC: Com três anos, presídio privado em Minas Gerais não teve rebeliões |Positivo
RT @rtoffoli: Consultando o RAB da Anac é possível ver que o prefixo do helicóptero usado por Pimentel é de fato do Governo de Minas. |Neutro
RT @rtsimpsons: "-¡Idiota! Has estado a punto de beberte un matraz de sulfúrico. |Neutro
RT @rudigerescobar: alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?|Negativo
RT @Rui_Robson10: Infelizmente a realidade vai ser essa, sendo que Fernando Pimentel deveria ser cassado, chutado, expulso do governo de Mi…|Neutro
RT @saleluzconsult5: Governador de Minas usa helicóptero do Estado para buscar filho em festa |Neutro
RT @salseira: Em calamidade financeira, governo de MG compra dois helicópteros |Negativo
RT @SamuelStraioto: Ponto de vista sobre adm privada em presídios... Com três anos, presídio privado em Minas Gerais não teve rebeliões htt…|Positivo
RT @saopaulo_agora: Estado de atenção para alagamentos nas zonas: Leste, Sudeste, Centro, Marginal Tietê e nas Subprefeituras de ST e MG. (…|Neutro
RT @Sara_Herraiz: Necesito que @alex_luthor_ recupere el WiFi. Este estado de pasivo que solo da MG no lo aguanto.|Neutro
RT @SaudeMG: #SUS Minas Gerais recebe recurso máximo disponibilizado pelo Governo Federal para ações da #VigilânciaSanitária |Negativo
RT @SaudeMG: #SUS SES-MG convoca coletiva para falar da situação da #FebreAmarela no estado |Neutro
RT @SaudeMG: #SUS SES-MG envia aos municípios mais de 3 milhões de doses de vacinas contra #FebreAmarela |Positivo
RT @SaudeMG: #SUS Vacinas oferecidas gratuitamente pelo #SUS reforçam proteção contra #FebreAmarela |Positivo
RT @SaudeMG: Minas Gerais recebe auxílio da Força Nacional do #SUS para casos de #FebreAmarela |Positivo
RT @sbpaiva: Governo de Minas dá respostas à Justiça sobre calamidade financeira - Politica - Estado de Minas |Neutro
RT @sbtjornalismo: Presídio em Ribeirão das Neves (MG) é considerado modelo; veja como funciona |Positivo
RT @sdronsh: I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG |Neutro
RT @secminasant: La seguridad del sector minero es nuestra prioridad, @secminasant y @Corantioquia evaluan el estado actual de las minas en…|Neutro
RT @shineshailey: El nombre del estado de brasileño "Minas Gerais" en el tobillo izquierdo |Neutro
RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.|Neutro
RT @Silvio_MKT: Pimentel MENTE! O Decreto 44.028/2005 NÃO autoriza o governador a usar aeronaves em momento de lazer.|Negativo
RT @Silvio_MKT: Se beber n dirija, se for filho d Fernando Pimentel, governador d Minas, n se preocupe, um helicóptero pago c/ dinheiro púb…|Neutro
RT @sinomarp540: Mutirão de vacinação contra a febre amarela será realizado em Ipatinga |Positivo
RT @sitedaboa: Brasília - O governo de Minas gastará ao menos R$ 50,8 milhões com a compra de helicópteros. As despesas estão... |Neutro
RT @soeiroanita: Governador Valadares registra dois assassinatos em menos de uma hora |Neutro
RT @soeiroanita: Polícia prende nove suspeitos de tráfico de drogas em Ipatinga |Positivo
